"","timepoint","bw_date","ID","species","colony","coralID","colony_ID","home_reef","transplant_reef","collection_site","transplant_site","transplant","pale.or.bleached","partial.mortality","mortality","parent.colony.length","parent.colony.width","parent.colony.height","parent.colony.area","parent.colony.volume","bw","bw_sd","bw_se","surface.area","sa_sd","sa_se","chla","symb_den","symb_sd","symb_se","carbs_sa","carbs_dw","lipids_sa","lipids_dw","protein_dw","protein_sa","months","speciescolony","chlapercell","symb_mean","symblowerci","symbupperci"
"121","T0","12/11/2017","PSTR 3 13","PSTR","P3","13","NSP3","NS","control","control","control","NS Native","N","N","alive",30,23,15,690,10350,NA,NA,NA,NA,NA,NA,5302.552381,1812857.143,400846.0439,151505.5637,0.474207792,0.011568585,2.0623958,0.05031339,0.025475455,1.544117647,0,"PSTR:P3",0.0029249697922833,0.0033056790298061,0.00154169472053128,0.0049846381358317
"121.1","T0","12/11/2017","PSTR 3 13","PSTR","P3","13","NSP3","NS","control","control","control","OS Transplant","N","N","alive",30,23,15,690,10350,NA,NA,NA,NA,NA,NA,5302.552381,1812857.143,400846.0439,151505.5637,0.474207792,0.011568585,2.0623958,0.05031339,0.025475455,1.544117647,0,"PSTR:P3",0.0029249697922833,0.00329446847848361,0.00151403108436399,0.00501850304863413
"167","T0","12/11/2017","PSTR 4 13","PSTR","P4","13","NSP4","NS","control","control","control","NS Native","N","N","alive",20,18,17,360,6120,NA,NA,NA,NA,NA,NA,11557.05905,3027968.254,543890.9777,222042.5618,1.979693386,0.023056238,3.912377419,0.045564987,0.029972564,2.175,0,"PSTR:P4",0.00381677021703676,0.0033056790298061,0.00154169472053128,0.0049846381358317
"167.1","T0","12/11/2017","PSTR 4 13","PSTR","P4","13","NSP4","NS","control","control","control","OS Transplant","N","N","alive",20,18,17,360,6120,NA,NA,NA,NA,NA,NA,11557.05905,3027968.254,543890.9777,222042.5618,1.979693386,0.023056238,3.912377419,0.045564987,0.029972564,2.175,0,"PSTR:P4",0.00381677021703676,0.00329446847848361,0.00151403108436399,0.00501850304863413
"213","T0","12/11/2017","PSTR 5 13","PSTR","P5","13","NSP5","NS","control","control","control","NS Native","N","N","alive",19,13,9,247,2223,NA,NA,NA,NA,NA,NA,3719.757576,4448080.808,588891.1828,240413.8187,1.139199458,0.020859613,1.70809965,0.031276611,0.030192428,2.048611111,0,"PSTR:P5",0.000836261240872673,0.0033056790298061,0.00154169472053128,0.0049846381358317
"213.1","T0","12/11/2017","PSTR 5 13","PSTR","P5","13","NSP5","NS","control","control","control","OS Transplant","N","N","alive",19,13,9,247,2223,NA,NA,NA,NA,NA,NA,3719.757576,4448080.808,588891.1828,240413.8187,1.139199458,0.020859613,1.70809965,0.031276611,0.030192428,2.048611111,0,"PSTR:P5",0.000836261240872673,0.00329446847848361,0.00151403108436399,0.00501850304863413
"258","T0","12/11/2017","PSTR 6 13","PSTR","P6","13","NSP6","NS","control","control","control","NS Transplant","N","N","alive",20,18,15,360,5400,NA,NA,NA,NA,NA,NA,11252.26667,8788125,3035111.257,1073073.876,1.269119346,0.011029571,3.601802532,0.031302287,0.657481435,25.18055556,0,"PSTR:P6",0.00128039447208591,0.00235025821206875,0.000259101279765318,0.00453845547111042
"258.1","T0","12/11/2017","PSTR 6 13","PSTR","P6","13","NSP6","NS","control","control","control","OS Native","N","N","alive",20,18,15,360,5400,NA,NA,NA,NA,NA,NA,11252.26667,8788125,3035111.257,1073073.876,1.269119346,0.011029571,3.601802532,0.031302287,0.657481435,25.18055556,0,"PSTR:P6",0.00128039447208591,0.00233553220374034,0.000262951889627375,0.00448629524963312
"309","T0","12/12/2017","PSTR 1 26","PSTR","P1","26","OSP1","OS","control","control","control","NS Native","N","N","alive",20,16,14,320,4480,NA,NA,NA,NA,NA,NA,4407.073684,3654210.526,1310362.831,534953.3854,0.791357683,0.020202204,4.175144672,0.106585336,0.056679474,3.070175439,0,"PSTR:P1",0.00120602621349901,0.0033056790298061,0.00154169472053128,0.0049846381358317
"309.1","T0","12/12/2017","PSTR 1 26","PSTR","P1","26","OSP1","OS","control","control","control","OS Transplant","N","N","alive",20,16,14,320,4480,NA,NA,NA,NA,NA,NA,4407.073684,3654210.526,1310362.831,534953.3854,0.791357683,0.020202204,4.175144672,0.106585336,0.056679474,3.070175439,0,"PSTR:P1",0.00120602621349901,0.00329446847848361,0.00151403108436399,0.00501850304863413
"445","T0","12/12/2017","PSTR 4 26","PSTR","P4","26","OSP4","OS","control","control","control","NS Transplant","N","N","alive",26,13,13,338,4394,NA,NA,NA,NA,NA,NA,2139.392,4997300,1407469.052,497615.4554,1.587181176,0.017402551,2.825799533,0.030983307,0.062481206,4.279320988,0,"PSTR:P4",0.000428109579172753,0.00235025821206875,0.000259101279765318,0.00453845547111042
"445.1","T0","12/12/2017","PSTR 4 26","PSTR","P4","26","OSP4","OS","control","control","control","OS Native","N","N","alive",26,13,13,338,4394,NA,NA,NA,NA,NA,NA,2139.392,4997300,1407469.052,497615.4554,1.587181176,0.017402551,2.825799533,0.030983307,0.062481206,4.279320988,0,"PSTR:P4",0.000428109579172753,0.00233553220374034,0.000262951889627375,0.00448629524963312
"488","T0","12/12/2017","PSTR 5 26","PSTR","P5","26","OSP5","OS","control","control","control","NS Native","N","N","alive",19,17,13,323,4199,NA,NA,NA,NA,NA,NA,8396.024242,2815353.535,613264.6585,250364.2484,1.203624256,0.017599952,2.738907059,0.040049569,0.103214593,10.12980769,0,"PSTR:P5",0.00298222732513769,0.0033056790298061,0.00154169472053128,0.0049846381358317
"488.1","T0","12/12/2017","PSTR 5 26","PSTR","P5","26","OSP5","OS","control","control","control","OS Transplant","N","N","alive",19,17,13,323,4199,NA,NA,NA,NA,NA,NA,8396.024242,2815353.535,613264.6585,250364.2484,1.203624256,0.017599952,2.738907059,0.040049569,0.103214593,10.12980769,0,"PSTR:P5",0.00298222732513769,0.00329446847848361,0.00151403108436399,0.00501850304863413
"531","T0","12/12/2017","PSTR 6 26","PSTR","P6","26","OSP6","OS","control","control","control","NS Transplant","N","N","alive",19,12,11.5,228,2622,NA,NA,NA,NA,NA,NA,16741.03467,4760000,1200543.877,490119.9853,1.077951245,0.015704665,0.44998383,0.006555811,0.022922327,1.75,0,"PSTR:P6",0.00351702409033613,0.00235025821206875,0.000259101279765318,0.00453845547111042
"531.1","T0","12/12/2017","PSTR 6 26","PSTR","P6","26","OSP6","OS","control","control","control","OS Native","N","N","alive",19,12,11.5,228,2622,NA,NA,NA,NA,NA,NA,16741.03467,4760000,1200543.877,490119.9853,1.077951245,0.015704665,0.44998383,0.006555811,0.022922327,1.75,0,"PSTR:P6",0.00351702409033613,0.00233553220374034,0.000262951889627375,0.00448629524963312
"536","T0","12/10/2017","SSID 1 13","SSID","S1","13","NSS1","NS","control","control","control","NS Native","N","N","alive",22,18,15,396,5940,NA,NA,NA,NA,NA,NA,8415.714286,4290476.191,639856.7548,261220.4263,3.022897515,0.034505497,1.183747169,0.01351213,0.025838199,3.25,0,"SSID:S1",0.00196148723623112,0.00192489140435322,0.000256765160095403,0.00364022978297072
"536.1","T0","12/10/2017","SSID 1 13","SSID","S1","13","NSS1","NS","control","control","control","OS Transplant","N","N","alive",22,18,15,396,5940,NA,NA,NA,NA,NA,NA,8415.714286,4290476.191,639856.7548,261220.4263,3.022897515,0.034505497,1.183747169,0.01351213,0.025838199,3.25,0,"SSID:S1",0.00196148723623112,0.00195566719480879,0.000167294122405703,0.0036748448704055
"578","T0","12/10/2017","SSID 2 13","SSID","S2","13","NSS2","NS","control","control","control","NS Transplant","N","N","alive",23,21,15,483,7245,NA,NA,NA,NA,NA,NA,1799.747368,723947.3684,174424.5781,71208.53584,4.824266317,0.073455018,5.549662661,0.084500014,0.060898294,2.384615385,0,"SSID:S2",0.00248601962871642,0.00159628074068582,-0.000374415749833505,0.00350310787607933
"578.1","T0","12/10/2017","SSID 2 13","SSID","S2","13","NSS2","NS","control","control","control","OS Native","N","N","alive",23,21,15,483,7245,NA,NA,NA,NA,NA,NA,1799.747368,723947.3684,174424.5781,71208.53584,4.824266317,0.073455018,5.549662661,0.084500014,0.060898294,2.384615385,0,"SSID:S2",0.00248601962871642,0.00156471510408754,-0.00032386057112207,0.00349581869226951
"623","T0","12/10/2017","SSID 3 13","SSID","S3","13","NSS3","NS","control","control","control","NS Native","N","N","alive",26,15,9,390,3510,NA,NA,NA,NA,NA,NA,13762.2528,2700066.667,449451.8914,183487.9663,2.790975317,0.045143557,2.594706362,0.041968939,0.065078791,3.075,0,"SSID:S3",0.00509700481406669,0.00192489140435322,0.000256765160095403,0.00364022978297072
"623.1","T0","12/10/2017","SSID 3 13","SSID","S3","13","NSS3","NS","control","control","control","OS Transplant","N","N","alive",26,15,9,390,3510,NA,NA,NA,NA,NA,NA,13762.2528,2700066.667,449451.8914,183487.9663,2.790975317,0.045143557,2.594706362,0.041968939,0.065078791,3.075,0,"SSID:S3",0.00509700481406669,0.00195566719480879,0.000167294122405703,0.0036748448704055
"664","T0","12/10/2017","SSID 4 13","SSID","S4","13","NSS4","NS","control","control","control","NS Native","N","N","alive",20,18,17,360,6120,NA,NA,NA,NA,NA,NA,1518.411294,3725243.697,763243.6543,288478.9856,3.032097157,0.047120403,1.237311652,0.019228481,0.048959353,5.010683761,0,"SSID:S4",0.000407600526972987,0.00192489140435322,0.000256765160095403,0.00364022978297072
"664.1","T0","12/10/2017","SSID 4 13","SSID","S4","13","NSS4","NS","control","control","control","OS Transplant","N","N","alive",20,18,17,360,6120,NA,NA,NA,NA,NA,NA,1518.411294,3725243.697,763243.6543,288478.9856,3.032097157,0.047120403,1.237311652,0.019228481,0.048959353,5.010683761,0,"SSID:S4",0.000407600526972987,0.00195566719480879,0.000167294122405703,0.0036748448704055
"709","T0","12/10/2017","SSID 5 13","SSID","S5","13","NSS5","NS","control","control","control","NS Transplant","N","N","alive",30,22,17,660,11220,NA,NA,NA,NA,NA,NA,5632.775758,2049090.909,314672.363,128464.4542,8.102944836,0.09891778,2.363002485,0.028846668,0.064856314,2.426035503,0,"SSID:S5",0.00274891452265967,0.00159628074068582,-0.000374415749833505,0.00350310787607933
"709.1","T0","12/10/2017","SSID 5 13","SSID","S5","13","NSS5","NS","control","control","control","OS Native","N","N","alive",30,22,17,660,11220,NA,NA,NA,NA,NA,NA,5632.775758,2049090.909,314672.363,128464.4542,8.102944836,0.09891778,2.363002485,0.028846668,0.064856314,2.426035503,0,"SSID:S5",0.00274891452265967,0.00156471510408754,-0.00032386057112207,0.00349581869226951
"751","T0","12/10/2017","SSID 6 13","SSID","S6","13","NSS6","NS","control","control","control","NS Native","N","N","alive",35,20,18,700,12600,NA,NA,NA,NA,NA,NA,2703.466667,2736458.333,315947.6486,128985.0874,3.122290833,0.069926152,1.682173962,0.037673605,0.049652338,2.651515152,0,"SSID:S6",0.000987943662213986,0.00192489140435322,0.000256765160095403,0.00364022978297072
"751.1","T0","12/10/2017","SSID 6 13","SSID","S6","13","NSS6","NS","control","control","control","OS Transplant","N","N","alive",35,20,18,700,12600,NA,NA,NA,NA,NA,NA,2703.466667,2736458.333,315947.6486,128985.0874,3.122290833,0.069926152,1.682173962,0.037673605,0.049652338,2.651515152,0,"SSID:S6",0.000987943662213986,0.00195566719480879,0.000167294122405703,0.0036748448704055
"803","T0","12/13/2017","SSID 1 26","SSID","S1","26","OSS1","OS","control","control","control","NS Transplant","N","N","alive",18,14,9,252,2268,NA,NA,NA,NA,NA,NA,1121.241212,2359494.95,131694.2874,53763.96771,2.651668676,0.060441885,5.078958316,0.115769295,0.040878027,2.722222222,0,"SSID:S1",0.000475203904123635,0.00159628074068582,-0.000374415749833505,0.00350310787607933
"803.1","T0","12/13/2017","SSID 1 26","SSID","S1","26","OSS1","OS","control","control","control","OS Native","N","N","alive",18,14,9,252,2268,NA,NA,NA,NA,NA,NA,1121.241212,2359494.95,131694.2874,53763.96771,2.651668676,0.060441885,5.078958316,0.115769295,0.040878027,2.722222222,0,"SSID:S1",0.000475203904123635,0.00156471510408754,-0.00032386057112207,0.00349581869226951
"891","T0","12/13/2017","SSID 3 26","SSID","S3","26","OSS3","OS","control","control","control","NS Native","N","N","alive",25,21,13,525,6825,NA,NA,NA,NA,NA,NA,3263.644444,2300555.555,232708.953,95003.03223,2.778453357,0.045194009,0.807119469,0.013128514,0.491896722,36.28409091,0,"SSID:S3",0.0014186331805406,0.00192489140435322,0.000256765160095403,0.00364022978297072
"891.1","T0","12/13/2017","SSID 3 26","SSID","S3","26","OSS3","OS","control","control","control","OS Transplant","N","N","alive",25,21,13,525,6825,NA,NA,NA,NA,NA,NA,3263.644444,2300555.555,232708.953,95003.03223,2.778453357,0.045194009,0.807119469,0.013128514,0.491896722,36.28409091,0,"SSID:S3",0.0014186331805406,0.00195566719480879,0.000167294122405703,0.0036748448704055
"934","T0","12/13/2017","SSID 4 26","SSID","S4","26","OSS4","OS","control","control","control","NS Transplant","N","N","alive",24,19,9,456,4104,NA,NA,NA,NA,NA,NA,2405.431579,2007236.842,212267.8786,86657.99856,4.27785026,0.078228579,2.51174887,0.045932076,0.027965944,2.083333333,0,"SSID:S4",0.00119837954777835,0.00159628074068582,-0.000374415749833505,0.00350310787607933
"934.1","T0","12/13/2017","SSID 4 26","SSID","S4","26","OSS4","OS","control","control","control","OS Native","N","N","alive",24,19,9,456,4104,NA,NA,NA,NA,NA,NA,2405.431579,2007236.842,212267.8786,86657.99856,4.27785026,0.078228579,2.51174887,0.045932076,0.027965944,2.083333333,0,"SSID:S4",0.00119837954777835,0.00156471510408754,-0.00032386057112207,0.00349581869226951
"977","T0","12/13/2017","SSID 5 26","SSID","S5","26","OSS5","OS","control","control","control","NS Native","N","N","alive",20,16,10,320,3200,NA,NA,NA,NA,NA,NA,797.7916484,544615.3846,77670.2177,31708.7336,0.785430966,0.019215654,2.982274617,0.072961671,0.186648885,21.1875,0,"SSID:S5",0.00146487167083234,0.00192489140435322,0.000256765160095403,0.00364022978297072
"977.1","T0","12/13/2017","SSID 5 26","SSID","S5","26","OSS5","OS","control","control","control","OS Transplant","N","N","alive",20,16,10,320,3200,NA,NA,NA,NA,NA,NA,797.7916484,544615.3846,77670.2177,31708.7336,0.785430966,0.019215654,2.982274617,0.072961671,0.186648885,21.1875,0,"SSID:S5",0.00146487167083234,0.00195566719480879,0.000167294122405703,0.0036748448704055
"1020","T0","12/13/2017","SSID 6 26","SSID","S6","26","OSS6","OS","control","control","control","NS Transplant","N","N","alive",19,20,12,380,4560,NA,NA,NA,NA,NA,NA,2528.6912,2217600,546555.4098,223130.3117,5.12918709,0.064491459,3.167850063,0.039830731,0.01040246,0.925925926,0,"SSID:S6",0.00114028282828283,0.00159628074068582,-0.000374415749833505,0.00350310787607933
"1020.1","T0","12/13/2017","SSID 6 26","SSID","S6","26","OSS6","OS","control","control","control","OS Native","N","N","alive",19,20,12,380,4560,NA,NA,NA,NA,NA,NA,2528.6912,2217600,546555.4098,223130.3117,5.12918709,0.064491459,3.167850063,0.039830731,0.01040246,0.925925926,0,"SSID:S6",0.00114028282828283,0.00156471510408754,-0.00032386057112207,0.00349581869226951
